StartTime,Flgs,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,TotPkts,TotBytes,State
1574786755.173957, e        ,tcp,192.168.0.126,53210,   ->,52.1.137.156,443,20,8798,CON
1574786755.312182, e        ,tcp,192.168.0.126,65223,  <?>,18.211.118.21,443,2,190,CON
1574786755.557170, e        ,udp,192.168.0.126,53364,  <->,192.168.0.1,53,2,353,CON
1574786755.564349, e        ,udp,192.168.0.126,51407,  <->,192.168.0.1,53,2,230,CON
1574786755.567444, e        ,udp,192.168.0.126,55638,  <->,192.168.0.1,53,2,343,CON
1574786755.575222, e        ,tcp,192.168.0.126,53211,   ->,35.169.46.54,443,54,40568,CON
1574786755.576973, e        ,udp,192.168.0.126,54143,  <->,192.168.0.1,53,2,339,CON
1574786755.582873, e        ,tcp,192.168.0.126,53212,   ->,104.244.42.72,443,25,6760,CON
1574786755.585296, e        ,tcp,192.168.0.126,53213,   ->,52.21.68.184,443,23,9314,CON
1574786755.618838, e d      ,tcp,192.168.0.126,53214,   ->,34.226.97.146,443,67,41991,CON
1574786755.787778, e        ,udp,192.168.0.126,62368,  <->,192.168.0.1,53,2,264,CON
1574786755.806312, e        ,tcp,192.168.0.126,53215,   ->,23.209.38.186,443,954,854068,CON
1574786755.819114, e        ,udp,192.168.0.126,51767,  <->,192.168.0.1,53,2,270,CON
1574786755.839917, e        ,tcp,192.168.0.126,53216,   ->,23.209.38.160,443,899,803309,CON
1574786756.067235, e        ,arp,192.168.0.102,,  who,192.168.0.200,,6,360,INT
1574786756.067633, e        ,udp,192.168.0.121,37916,   ->,255.255.255.255,10001,1,188,INT
1574786756.068051, e        ,udp,192.168.0.122,43959,   ->,255.255.255.255,10001,1,188,INT
1574786756.083583, e        ,udp,192.168.0.126,49280,  <->,192.168.0.1,53,2,322,CON
1574786756.090680, e        ,udp,192.168.0.126,52048,  <->,192.168.0.1,53,2,374,CON
1574786756.092613, e        ,udp,192.168.0.126,55915,  <->,192.168.0.1,53,2,327,CON
1574786756.105375, e s      ,tcp,192.168.0.126,53217,   ->,152.199.6.24,443,51,11301,CON
1574786756.112680, e r      ,tcp,192.168.0.126,53218,   ->,8.43.72.113,443,22,7866,CON
1574786756.115094, e        ,tcp,192.168.0.126,53219,   ->,68.67.179.133,443,19,7107,CON
1574786756.178138, e r      ,tcp,192.168.0.126,53220,   ->,8.43.72.113,443,22,7866,CON
1574786756.342711, e        ,tcp,192.168.0.126,64287,  <?>,52.177.166.224,443,5,446,CON
1574786756.429084, e        ,tcp,40.97.170.178,443,  <?>,192.168.0.126,64208,6,1485,CON
1574786756.680981, e        ,udp,192.168.0.126,51583,  <->,192.168.0.1,53,2,229,CON
1574786756.699101, e        ,tcp,192.168.0.126,53221,   ->,172.217.13.225,443,211,164298,CON
1574786756.793172, e        ,udp,192.168.0.126,54963,  <->,192.168.0.1,53,2,228,CON
1574786756.810586, e        ,tcp,192.168.0.126,53222,   ->,172.217.13.72,443,63,37671,CON
1574786756.887297, e        ,udp,fe80::45ad:313f:dcac:a139,54390,   ->,ff02::c,3702,6,4308,INT
1574786756.888344, e        ,udp,192.168.0.191,54389,   ->,239.255.255.250,3702,6,4188,INT
1574786756.909155, e        ,udp,192.168.0.126,54172,  <->,192.168.0.1,53,2,248,CON
1574786756.909539, e        ,tcp,192.168.0.126,53180,   ->,31.13.66.19,443,257,219205,CON
1574786756.913083, e        ,udp,192.168.0.126,65011,  <->,192.168.0.1,53,2,225,CON
1574786756.913854, e        ,udp,192.168.0.126,58768,  <->,192.168.0.1,53,2,211,CON
1574786756.928478, e        ,tcp,192.168.0.126,53223,   ->,13.107.21.200,443,46,19366,CON
1574786756.930707, e s      ,tcp,192.168.0.126,53224,   ->,151.101.248.157,443,31,9410,CON
1574786756.932319, e        ,tcp,192.168.0.126,53225,   ->,69.147.92.11,443,41,15438,CON
1574786756.943607, e        ,tcp,192.168.0.126,64151,  <?>,17.57.144.52,5223,4,386,CON
1574786757.077273, e        ,tcp,192.168.0.126,53226,   ->,69.147.92.11,443,32,9520,CON
1574786757.084030, e        ,udp,192.168.0.126,61335,  <->,192.168.0.1,53,2,229,CON
1574786757.085312, e        ,udp,192.168.0.126,60429,  <->,192.168.0.1,53,2,242,CON
1574786757.085962, e        ,udp,192.168.0.126,51507,  <->,192.168.0.1,53,2,174,CON
1574786757.102296, e        ,tcp,192.168.0.126,53227,   ->,63.241.108.104,443,33,16641,CON
1574786757.103671, e        ,tcp,192.168.0.126,53228,   ->,23.46.198.165,443,131,107221,CON
1574786757.104462, e        ,tcp,192.168.0.126,53229,   ->,54.70.234.184,443,30,8691,CON
1574786757.137349, e        ,udp,192.168.0.126,58834,  <->,192.168.0.1,53,2,211,CON
1574786757.155260, e d      ,tcp,192.168.0.126,53230,   ->,172.217.8.6,443,46,12212,CON
1574786757.173911, e        ,udp,192.168.0.126,52475,  <->,192.168.0.1,53,2,227,CON
1574786757.186907, e        ,udp,192.168.0.126,53618,  <->,192.168.0.1,53,2,222,CON
1574786757.194354, e        ,tcp,192.168.0.126,53231,   ->,76.13.32.146,443,33,7851,CON
1574786757.229860, e        ,tcp,192.168.0.126,53232,   ->,23.46.198.165,443,127,107285,CON
1574786757.236101, e        ,tcp,192.168.0.126,53181,   ->,31.13.66.35,443,27,4895,CON
1574786757.246586, e r      ,tcp,192.168.0.126,53233,   ->,63.241.108.104,443,24,12812,CON
1574786757.247280, e        ,udp,192.168.0.126,57407,  <->,192.168.0.1,53,2,192,CON
1574786757.247557, e        ,tcp,192.168.0.126,53234,   ->,63.241.108.104,443,34,18863,CON
1574786757.258124, e        ,udp,192.168.0.126,53063,  <->,192.168.0.1,53,2,291,CON
1574786757.266149, e        ,tcp,192.168.0.126,53235,   ->,104.244.42.5,443,25,6728,CON
1574786757.280728, e        ,udp,192.168.0.126,57120,  <->,192.168.0.1,53,2,273,CON
1574786757.281597, e        ,udp,192.168.0.126,64170,  <->,192.168.0.1,53,2,248,CON
1574786757.300278, e        ,tcp,192.168.0.126,53236,   ->,99.84.216.92,443,120,77093,CON
1574786757.301604, e        ,tcp,192.168.0.126,53237,   ->,34.200.105.227,443,28,8098,CON
1574786757.305588, e        ,udp,192.168.0.126,63701,  <->,192.168.0.1,53,2,360,CON
1574786757.332101, e        ,tcp,192.168.0.126,53238,   ->,13.92.139.214,443,15,6027,CON
1574786757.342998, e        ,udp,192.168.0.126,52333,  <->,192.168.0.1,53,2,204,CON
1574786757.362251, e        ,tcp,192.168.0.126,53239,   ->,35.227.230.187,443,39,9595,CON
1574786757.409542, e        ,udp,192.168.0.126,64472,  <->,192.168.0.1,53,2,244,CON
1574786757.427441, e        ,tcp,192.168.0.126,53240,   ->,23.46.198.165,443,64,34796,CON
1574786757.465682, e        ,tcp,192.168.0.126,53241,   ->,34.200.105.227,443,30,8491,CON
1574786757.485828, e        ,udp,192.168.0.126,57973,  <->,192.168.0.1,53,2,269,CON
1574786757.503927, e s      ,tcp,192.168.0.126,53242,   ->,23.197.22.70,443,482,372841,CON
1574786757.516824, e        ,udp,192.168.0.126,53935,  <->,192.168.0.1,53,2,394,CON
1574786757.525534, e        ,udp,192.168.0.126,61638,  <->,192.168.0.1,53,2,194,CON
1574786757.534657, e        ,tcp,192.168.0.126,53243,   ->,52.45.68.217,443,30,8687,CON
1574786757.542860, e        ,tcp,192.168.0.126,53244,   ->,34.96.70.1,443,49,9987,CON
1574786757.546327, e        ,udp,192.168.0.126,55964,  <->,192.168.0.1,53,2,164,CON
1574786757.550675, e        ,tcp,192.168.0.126,53245,   ->,172.217.13.228,443,32,7248,CON
1574786757.606863, e        ,udp,192.168.0.126,59284,  <->,192.168.0.1,53,2,158,CON
1574786757.625092, e        ,tcp,192.168.0.126,53246,   ->,130.211.33.240,443,37,7728,CON
1574786757.631007, e        ,udp,192.168.0.126,52505,  <->,192.168.0.1,53,2,212,CON
1574786757.645216, e        ,udp,192.168.0.126,59533,  <->,192.168.0.1,53,2,250,CON
1574786757.648808, e        ,tcp,192.168.0.126,53247,   ->,104.244.42.131,443,25,6957,CON
1574786757.662342, e        ,udp,192.168.0.126,65054,  <->,192.168.0.1,53,2,272,CON
1574786757.663074, e        ,tcp,192.168.0.126,53248,   ->,173.194.66.154,443,29,6980,CON
1574786757.679932, e        ,tcp,192.168.0.126,53249,   ->,23.62.7.138,80,10,1897,FIN
1574786757.712021, e        ,udp,192.168.0.126,64304,  <->,192.168.0.1,53,2,435,CON
1574786757.731049, e        ,tcp,192.168.0.126,53250,   ->,34.205.245.168,443,33,8722,CON
1574786757.912600, e     A  ,igmp,192.168.0.133,,   ->,224.0.0.251,,1,46,INT
1574786757.912819, e     A  ,igmp,192.168.0.133,,   ->,224.0.0.251,,1,46,INT
1574786757.913063, e        ,arp,192.168.0.101,,  who,192.168.0.200,,5,300,INT
1574786757.920909, e        ,tcp,192.168.0.126,53251,   ->,23.209.38.209,443,38,8721,RST
1574786757.979217, e        ,udp,192.168.0.126,62884,  <->,192.168.0.1,53,2,254,CON
1574786757.999360, e s      ,tcp,192.168.0.126,53252,   ->,23.46.201.38,443,97,66222,CON
1574786758.012867, e        ,udp,192.168.0.133,5353,   ->,224.0.0.251,5353,2,370,INT
1574786758.013310, e        ,udp,fe80::41a:2b92:2412:d7c7,5353,   ->,ff02::fb,5353,2,410,INT
1574786758.126039, e        ,udp,192.168.0.126,5353,   ->,192.168.0.133,5353,1,332,INT
1574786758.221835, e        ,udp,192.168.0.126,50574,  <->,192.168.0.1,53,2,218,CON
1574786758.222222, e        ,udp,192.168.0.126,54166,  <->,192.168.0.1,53,2,268,CON
1574786758.223718, e        ,udp,192.168.0.126,57123,  <->,192.168.0.1,53,2,241,CON
1574786758.239742, e d      ,tcp,192.168.0.126,53253,   ->,99.86.231.211,443,61,34601,CON
1574786758.240513, e        ,tcp,192.168.0.126,53254,   ->,23.221.210.219,443,26,11805,CON
1574786758.242893, e        ,tcp,192.168.0.126,53255,   ->,23.209.38.210,443,60,35012,CON
1574786758.266742, e        ,tcp,192.168.0.126,53256,   ->,23.46.177.14,443,28,16778,CON
1574786758.280518, e        ,tcp,192.168.0.126,52834,  <?>,172.217.13.238,443,2,120,CON
1574786758.356892, e        ,tcp,192.168.0.126,53183,   ->,13.33.73.70,443,5,2223,CON
1574786758.382472, e        ,udp,192.168.0.126,52770,  <->,192.168.0.1,53,2,286,CON
1574786758.400951, e d      ,tcp,192.168.0.126,53257,   ->,3.225.50.203,443,28,6674,CON
1574786758.420589, e        ,tcp,192.168.0.126,53187,   ->,23.209.38.203,443,37,17089,CON
1574786758.420651, e        ,tcp,192.168.0.126,53189,   ->,23.209.38.192,443,33,25907,CON
1574786758.656428, e        ,udp,192.168.0.126,61148,  <->,192.168.0.1,53,2,234,CON
1574786758.677804, e        ,tcp,192.168.0.126,53195,   ->,172.217.5.226,443,32,4468,CON
1574786758.934594, *        ,llc,01:00:0c:cc:cc:cc,170,   ->,c8:0a:a9:2d:cb:f1,170,1,101,INT
1574786758.934903, e        ,ipv6-icmp,fe80::41a:2b92:2412:d7c7,143,   ->,ff02::16,0,1,90,MHR
1574786759.167663, e        ,tcp,54.234.101.173,443,  <?>,192.168.0.126,53166,8,927,RST
1574786759.174830, e        ,tcp,192.168.0.126,53258,   ->,54.234.101.173,443,17,2953,FIN
1574786759.228731, e        ,tcp,192.168.0.126,53259,   ->,54.234.101.173,443,9,1926,CON
1574786759.289556, e        ,udp,192.168.0.126,5353,   ->,224.0.0.251,5353,3,621,INT
1574786759.446485, e        ,arp,192.168.0.100,,  who,192.168.0.200,,4,240,INT
1574786760.368986, e        ,tcp,192.168.0.133,62703,  <?>,192.168.0.126,64116,6,636,CON
1574786760.406234, e        ,tcp,209.85.144.189,443,  <?>,192.168.0.126,52901,2,185,CON
1574786761.102022, e        ,tcp,192.168.0.126,65223,  <?>,18.211.118.21,443,4,376,CON
1574786761.392306, e        ,udp,192.168.0.135,5353,   ->,224.0.0.251,5353,1,119,REQ
1574786761.495036, e        ,udp,192.168.0.109,5353,   ->,224.0.0.251,5353,2,809,REQ
1574786761.496429, e        ,udp,192.168.0.105,5353,   ->,224.0.0.251,5353,2,809,REQ
1574786761.701762, e        ,tcp,40.97.170.178,443,  <?>,192.168.0.126,64243,6,1485,CON
1574786762.006764, e        ,arp,192.168.0.102,,  who,192.168.0.200,,3,180,INT
1574786762.244849, e        ,tcp,192.168.0.126,64279,  <?>,52.27.133.176,443,112,18854,CON
1574786762.928245, e        ,arp,192.168.0.101,,  who,192.168.0.200,,4,240,INT
1574786763.003889, e        ,tcp,192.168.0.126,53240,   ->,23.46.198.165,443,13,7828,CON
1574786763.006684, e        ,tcp,34.201.212.172,443,  <?>,192.168.0.126,53141,4,330,CON
1574786763.031494, e        ,udp,fe80::45ad:313f:dcac:a139,54390,   ->,ff02::c,3702,1,718,REQ
1574786763.032971, e        ,udp,192.168.0.191,54389,   ->,239.255.255.250,3702,1,698,REQ
1574786763.236200, e        ,udp,192.168.0.131,5353,   ->,224.0.0.251,5353,1,536,INT
1574786763.237112, e        ,udp,fe80::1451:683e:1466:f1d,5353,   ->,ff02::fb,5353,1,556,INT
1574786763.337910, e        ,ipv6-icmp,fe80::747e:a51b:2d73:14d7,135,   ->,ff02::1:ff00:0,0,1,86,NNS
1574786763.851541, e        ,tcp,52.114.142.41,443,   ?>,192.168.0.126,53015,1,60,RST
1574786764.294954, e g      ,tcp,192.168.0.126,52922,  <?>,172.217.164.131,443,17,1547,CON
1574786764.439192, e        ,tcp,54.236.85.139,443,  <?>,192.168.0.126,64788,2,168,CON
1574786765.488255, e        ,arp,192.168.0.100,,  who,192.168.0.200,,6,360,INT
1574786766.102709, e        ,udp,192.168.0.121,53716,   ->,255.255.255.255,10001,1,188,INT
1574786766.103333, e        ,udp,192.168.0.122,36623,   ->,255.255.255.255,10001,1,188,INT
1574786766.299874, e        ,udp,192.168.0.126,5353,   ->,224.0.0.251,5353,1,207,REQ
1574786766.392418, e        ,tcp,192.168.0.126,53219,   ->,68.67.179.133,443,8,578,RST
1574786767.126804, e        ,arp,192.168.0.102,,  who,192.168.0.200,,6,360,INT
1574786767.531404, e        ,udp,192.168.0.126,63921,  <->,192.168.0.1,53,2,279,CON
1574786767.550654, e        ,tcp,192.168.0.126,53260,   ->,52.114.128.59,443,33,11439,CON
1574786767.638736, e        ,udp,fe80::f630:b9ff:feb4:f17,546,   ->,ff02::1:2,547,1,132,INT
1574786767.784338, e        ,tcp,192.168.0.126,53227,   ->,63.241.108.104,443,6,2864,CON
1574786768.042557, e        ,tcp,192.168.0.126,53240,   ->,23.46.198.165,443,17,12403,CON
1574786768.458130, e        ,udp,192.168.0.155,57621,   ->,192.168.0.255,57621,1,86,INT
1574786768.766912, e        ,tcp,192.168.0.126,65223,  <?>,18.211.118.21,443,5,534,CON
1574786768.969944, e        ,arp,192.168.0.101,,  who,192.168.0.200,,5,300,INT
1574786769.292459, e        ,udp,192.168.0.126,52769,  <->,192.168.0.1,53,2,216,CON
1574786769.293403, e        ,tcp,192.168.0.126,53261,   ->,40.77.226.250,443,19,6993,FIN
1574786769.310080, e        ,icmp,192.168.0.126,0x0303,   ->,192.168.0.1,0x21ce,1,70,URP
1574786769.637314, e        ,udp,192.168.0.126,53890,  <->,192.168.0.1,53,2,272,CON
1574786769.655624, e        ,tcp,192.168.0.126,53262,   ->,52.206.41.222,443,30,8362,CON
1574786769.753712, e        ,udp,192.168.0.126,49708,  <->,192.168.0.1,53,2,296,CON
1574786769.770669, e s      ,tcp,192.168.0.126,53263,   ->,34.238.28.138,9573,51,14001,CON
1574786769.883967, e        ,udp,192.168.0.126,57927,  <->,192.168.0.1,53,2,261,CON
1574786769.894397, e        ,tcp,192.168.0.126,53264,   ->,40.77.226.250,443,19,6671,FIN
1574786769.902251, e        ,tcp,192.168.0.126,53265,   ->,23.209.38.169,443,85,52005,CON
1574786769.994409, e        ,udp,fe80::e96e:553b:d4e3:6f7,5353,   ->,ff02::fb,5353,1,203,INT
1574786770.096801, e        ,udp,192.168.0.117,5353,   ->,224.0.0.251,5353,1,223,INT
1574786770.344954, e        ,tcp,192.168.0.126,53187,   ->,23.209.38.203,443,20,8968,CON
1574786770.422047, e        ,tcp,192.168.0.126,53234,   ->,63.241.108.104,443,1,60,RST
1574786770.813355, e        ,udp,192.168.0.113,5353,   ->,224.0.0.251,5353,3,595,REQ
1574786770.813700, e        ,udp,fe80::1c33:e83d:59b8:c9ae,5353,   ->,ff02::fb,5353,3,655,REQ
1574786770.857924, e        ,udp,192.168.0.126,5353,   ->,192.168.0.113,5353,1,332,REQ
1574786771.427617, e        ,arp,192.168.0.100,,  who,192.168.0.200,,3,180,INT
1574786771.428037, e        ,udp,192.168.0.189,5353,   ->,224.0.0.251,5353,3,405,REQ
1574786771.428460, e        ,udp,fe80::103e:b23:2e8e:4dcc,5353,   ->,ff02::fb,5353,3,465,REQ
1574786771.458899, e        ,udp,192.168.0.126,5353,   ->,192.168.0.189,5353,1,332,REQ
1574786772.245238, e        ,tcp,192.168.0.126,64279,  <?>,52.27.133.176,443,110,18664,CON
1574786772.247275, e        ,tcp,192.168.0.126,53233,   ->,63.241.108.104,443,1,60,RST
1574786772.451840, e     A  ,igmp,192.168.0.189,,   ->,224.0.0.251,,1,46,INT
1574786772.544168, e        ,tcp,52.96.28.2,443,  <?>,192.168.0.126,64761,2,152,CON
1574786772.544180, e        ,tcp,52.96.36.130,443,  <?>,192.168.0.126,64210,2,152,CON
1574786772.552450, e        ,tcp,52.96.36.130,443,  <?>,192.168.0.126,64212,2,152,CON
1574786772.554288, e        ,tcp,52.96.36.130,443,  <?>,192.168.0.126,64211,2,152,CON
1574786773.069860, e        ,tcp,192.168.0.126,53240,   ->,23.46.198.165,443,57,38355,CON
1574786773.066222, e        ,arp,192.168.0.102,,  who,192.168.0.200,,3,180,INT
1574786773.382509, e        ,tcp,192.168.0.126,53257,   ->,3.225.50.203,443,20,3706,CON
1574786773.987604, e        ,arp,192.168.0.101,,  who,192.168.0.200,,4,240,INT
1574786774.235193, e r      ,tcp,192.168.0.126,53185,   ->,23.209.38.210,443,579,437190,CON
1574786774.298145, e        ,tcp,140.82.113.25,443,  <?>,192.168.0.126,52782,4,330,CON
1574786774.765797, e        ,tcp,192.168.0.126,65223,  <?>,18.211.118.21,443,6,636,CON
1574786776.138252, e        ,udp,192.168.0.121,48689,   ->,255.255.255.255,10001,1,188,INT
1574786776.138666, e        ,udp,192.168.0.122,33840,   ->,255.255.255.255,10001,1,188,INT
1574786776.547851, e        ,arp,192.168.0.100,,  who,192.168.0.200,,6,360,INT
1574786777.059941, e        ,udp,192.168.0.131,17500,   ->,255.255.255.255,17500,1,211,REQ
1574786777.060488, e        ,udp,192.168.0.131,17500,   ->,192.168.0.255,17500,1,211,REQ
1574786777.403090, e        ,tcp,192.168.0.126,53195,   ->,172.217.5.226,443,137,41393,CON
1574786777.404440, e        ,tcp,192.168.0.126,53227,   ->,63.241.108.104,443,6,2896,CON
1574786777.511585, e        ,udp,192.168.0.126,51150,  <->,192.168.0.1,53,2,182,CON
1574786777.513438, e        ,tcp,192.168.0.126,53263,   ->,34.238.28.138,9573,4,529,CON
1574786777.522833, e        ,tcp,192.168.0.126,53255,   ->,23.209.38.210,443,50,38700,CON
1574786777.529205, e        ,tcp,192.168.0.126,53266,   ->,23.46.198.165,443,15,5042,CON
1574786777.529632, e        ,tcp,192.168.0.126,53203,   ->,23.209.38.155,443,27,23490,CON
1574786777.534187, e        ,udp,192.168.0.126,63849,  <->,192.168.0.1,53,2,424,CON
1574786777.553139, e        ,tcp,192.168.0.126,53267,   ->,130.248.144.23,443,29,7661,CON
1574786777.766503, e        ,tcp,192.168.0.126,53188,   ->,23.209.38.210,443,162,133148,CON
1574786777.766572, e        ,tcp,192.168.0.126,53190,   ->,23.209.38.185,443,37,29899,CON
1574786777.806201, e        ,tcp,192.168.0.126,53202,   ->,66.235.128.24,443,7,493,FIN
1574786777.808926, e r      ,tcp,192.168.0.126,53268,   ->,66.235.128.24,443,23,9489,CON
1574786777.823150, e        ,tcp,192.168.0.126,53238,   ->,13.92.139.214,443,3,1209,CON
1574786777.828403, e        ,tcp,192.168.0.126,53250,   ->,34.205.245.168,443,15,4366,CON
1574786777.850129, e        ,tcp,192.168.0.126,53213,   ->,52.21.68.184,443,5,2382,CON
1574786777.858602, e        ,tcp,192.168.0.126,53201,   ->,23.218.63.181,443,4,2632,CON
1574786777.991857, e        ,tcp,192.168.0.126,53269,   ->,35.173.146.210,443,45,23759,CON
1574786778.030514, e        ,tcp,192.168.0.126,53254,   ->,23.221.210.219,443,6,2662,CON
1574786778.081553, e        ,tcp,192.168.0.126,53181,   ->,31.13.66.35,443,27,4390,CON
1574786778.083762, e        ,arp,192.168.0.102,,  who,192.168.0.200,,5,300,INT
1574786778.316130, e        ,tcp,192.168.0.126,53187,   ->,23.209.38.203,443,20,9855,CON
1574786779.957012, e        ,tcp,192.168.0.126,53218,   ->,8.43.72.113,443,5,335,FIN
1574786779.957924, e        ,tcp,192.168.0.126,53220,   ->,8.43.72.113,443,5,335,FIN
1574786779.958336, e s      ,tcp,192.168.0.126,53217,   ->,152.199.6.24,443,25,3354,CON
1574786779.960055, e        ,tcp,192.168.0.126,53270,   ->,68.67.179.133,443,18,7042,CON
1574786779.961173, e r      ,tcp,192.168.0.126,53271,   ->,8.43.72.113,443,22,7866,CON
1574786779.961807, e r      ,tcp,192.168.0.126,53272,   ->,8.43.72.113,443,22,7866,CON
1574786780.029648, e        ,arp,192.168.0.101,,  who,192.168.0.200,,5,300,INT
1574786780.227812, e d      ,tcp,192.168.0.126,53200,   ->,172.217.7.226,443,74,25881,CON
1574786780.343578, e d      ,tcp,192.168.0.126,53180,   ->,31.13.66.19,443,46,30287,CON
1574786780.344364, e        ,tcp,192.168.0.126,53224,   ->,151.101.248.157,443,4,489,CON
1574786780.370401, e        ,tcp,192.168.0.126,53223,   ->,13.107.21.200,443,4,671,CON
1574786780.373159, e        ,tcp,192.168.0.126,53231,   ->,76.13.32.146,443,5,717,CON
1574786780.378300, e        ,tcp,192.168.0.126,53235,   ->,104.244.42.5,443,3,582,CON
1574786780.418648, e        ,tcp,192.168.0.126,53245,   ->,172.217.13.228,443,32,3373,CON
1574786780.453624, e        ,tcp,192.168.0.126,53247,   ->,104.244.42.131,443,3,736,CON
1574786780.847956, e        ,tcp,192.168.0.126,53229,   ->,54.70.234.184,443,5,643,CON
1574786780.849076, e        ,udp,192.168.0.126,57943,  <->,192.168.0.1,53,2,204,CON
1574786780.866471, e        ,tcp,192.168.0.126,53273,   ->,35.211.168.6,443,58,36211,CON
1574786780.868596, e        ,tcp,192.168.0.126,53230,   ->,172.217.8.6,443,12,2052,CON
1574786780.874569, e        ,tcp,192.168.0.126,53221,   ->,172.217.13.225,443,74,39929,CON
1574786780.875925, e        ,udp,192.168.0.126,53743,  <->,192.168.0.1,53,2,224,CON
1574786780.893550, e        ,tcp,192.168.0.126,53274,   ->,199.166.0.24,443,116,98248,CON
1574786780.907435, e        ,tcp,192.168.0.126,53199,   ->,172.217.5.226,443,12,1753,CON
1574786781.032571, e        ,tcp,40.97.170.178,443,  <?>,192.168.0.126,64251,2,224,CON
1574786781.087496, e        ,udp,192.168.0.126,63213,  <->,192.168.0.1,53,2,186,CON
1574786781.094325, e        ,tcp,192.168.0.126,65223,  <?>,18.211.118.21,443,14,1068,RST
1574786781.101592, e        ,udp,192.168.0.126,52910,  <->,192.168.0.1,53,2,235,CON
1574786781.106013, e        ,tcp,192.168.0.126,53275,   ->,199.166.0.200,443,23,9667,CON
1574786781.109519, e        ,udp,192.168.0.126,61107,  <->,192.168.0.1,53,2,371,CON
1574786781.118817, e        ,tcp,192.168.0.126,53276,   ->,104.244.36.32,443,42,29902,CON
1574786781.127039, e        ,tcp,192.168.0.126,53277,   ->,35.174.231.83,443,56,16204,CON
1574786781.133124, e        ,tcp,192.168.0.126,53248,   ->,173.194.66.154,443,30,21856,CON
1574786781.191121, e        ,udp,192.168.0.126,64815,  <->,192.168.0.1,53,2,196,CON
1574786781.209985, e        ,tcp,192.168.0.126,53278,   ->,172.217.7.166,443,110,78464,CON
1574786781.325898, e        ,udp,192.168.0.126,50060,  <->,192.168.0.1,53,2,215,CON
1574786781.326681, e        ,udp,192.168.0.126,58917,  <->,192.168.0.1,53,2,370,CON
1574786781.328775, e        ,tcp,192.168.0.126,53279,   ->,172.217.7.166,443,180,121986,CON
1574786781.345566, e        ,tcp,192.168.0.126,53280,   ->,23.46.197.189,443,28,9984,RST
1574786781.360881, e        ,udp,192.168.0.135,5353,   ->,224.0.0.251,5353,1,119,REQ
1574786781.406434, e        ,udp,192.168.0.126,53852,  <->,192.168.0.1,53,2,176,CON
1574786781.425845, e        ,tcp,192.168.0.126,53281,   ->,172.217.7.138,443,34,8557,CON
1574786781.436331, e        ,tcp,192.168.0.126,53172,   ->,17.249.105.246,443,8,564,RST
1574786781.463596, e        ,udp,192.168.0.105,5353,   ->,224.0.0.251,5353,2,809,REQ
1574786781.465090, e        ,udp,192.168.0.109,5353,   ->,224.0.0.251,5353,2,809,REQ
1574786781.475321, e        ,udp,192.168.0.126,62992,  <->,192.168.0.1,53,2,261,CON
1574786781.493511, e        ,tcp,192.168.0.126,53282,   ->,99.86.230.77,443,74,46005,CON
1574786781.598796, e        ,udp,192.168.0.126,56526,  <->,192.168.0.1,53,2,232,CON
1574786781.602562, e        ,udp,192.168.0.126,57254,  <->,192.168.0.1,53,2,190,CON
1574786781.602993, e d      ,tcp,192.168.0.126,53228,   ->,23.46.198.165,443,143,121637,CON
1574786781.603354, e        ,udp,192.168.0.126,61604,  <->,192.168.0.1,53,2,236,CON
1574786781.604037, e        ,udp,192.168.0.126,50190,  <->,192.168.0.1,53,2,240,CON
1574786781.604470, e        ,udp,192.168.0.126,53507,  <->,192.168.0.1,53,2,224,CON
1574786781.604835, e        ,udp,192.168.0.126,62914,  <->,192.168.0.1,53,2,204,CON
1574786781.605358, e        ,udp,192.168.0.126,64347,  <->,192.168.0.1,53,2,182,CON
1574786781.615867, e        ,tcp,192.168.0.126,53283,   ->,100.25.57.33,443,31,10177,CON
1574786781.619006, e        ,tcp,192.168.0.126,53284,   ->,54.166.181.80,443,18,7441,CON
1574786781.621464, e        ,tcp,192.168.0.126,53285,   ->,35.211.168.6,443,21,9046,CON
1574786781.621932, e        ,tcp,192.168.0.126,53286,   ->,99.84.106.208,443,88,59193,CON
1574786781.623882, e        ,tcp,192.168.0.126,53287,   ->,35.207.24.140,443,31,10736,CON
1574786781.624475, e        ,tcp,192.168.0.126,53288,   ->,35.211.183.51,443,25,10951,CON
1574786781.625624, e        ,tcp,192.168.0.126,53289,   ->,35.211.183.51,443,28,12063,CON
1574786781.661130, e        ,udp,192.168.0.126,52216,  <->,192.168.0.1,53,2,207,CON
1574786781.678395, e        ,tcp,192.168.0.126,53290,   ->,172.217.5.238,443,33,8741,CON
1574786781.695774, e        ,udp,192.168.0.126,62297,  <->,192.168.0.1,53,2,204,CON
1574786781.703394, e        ,tcp,192.168.0.126,53243,   ->,52.45.68.217,443,8,3991,CON
1574786781.703865, e        ,tcp,192.168.0.126,53240,   ->,23.46.198.165,443,38,27315,CON
1574786781.711733, e        ,tcp,192.168.0.126,53291,   ->,151.139.128.14,80,12,2024,FIN
1574786781.714715, e        ,udp,192.168.0.126,59714,  <->,192.168.0.1,53,2,242,CON
1574786781.733034, e        ,tcp,192.168.0.126,53292,   ->,99.84.106.161,443,45,20950,CON
1574786781.765817, e        ,udp,192.168.0.126,65067,  <->,192.168.0.1,53,2,209,CON
